Kingdom,Phylum,Class,Order,Family,Genus,Species,SAE3_00,SAE3_05,SAE3_23,SAE3_37,HSE6_05,HSE6_23,SAE3 Sum Raw Reads,HSE6 Sum Raw Reads,Total Raw Reads,Rank
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma photuris,0,24,42,46,41,73,112,114,226,4905
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma seiffertii,1,14,25,25,22,61,65,83,148,5180
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma syrphidae,0,14,28,14,12,40,56,52,108,5319
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium alhagi,38,216,373,584,213,899,1211,1112,2323,1684
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae,15,144,197,370,125,513,726,638,1364,2376
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium australicum,3,60,64,133,37,143,260,180,440,4209
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri,40,219,439,653,216,1034,1351,1250,2601,1561
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,36,365,553,1056,421,1382,2010,1803,3813,1165
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium metallidurans,9,85,139,279,128,442,512,570,1082,2692
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum,9,158,170,277,117,419,614,536,1150,2608
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. J18,15,115,162,302,107,406,594,513,1107,2656
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NBIMC_P2-C1,0,1,0,0,0,1,1,1,2,5666
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NBIMC_P2-C2,0,0,0,2,0,10,2,10,12,5589
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NBIMC_P2-C4,16,133,220,392,150,1040,761,1190,1951,1913
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. STM 4661,12,110,126,283,100,429,531,529,1060,2730
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. URHA0056,11,51,139,187,65,294,388,359,747,3315
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. URHB0007,2,56,97,176,55,276,331,331,662,3524
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. URHC0008,13,51,89,210,57,334,363,391,754,3293
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM1293,12,65,127,141,67,225,345,292,637,3592
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM2561,12,101,163,351,114,448,627,562,1189,2566
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM3224,8,131,178,314,123,490,631,613,1244,2507
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. WSM3626,6,74,119,232,85,292,431,377,808,3166
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Mesotoga,Mesotoga infera,7,1323,1614,2335,1114,2955,5279,4069,9348,503
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Mesotoga,Mesotoga prima,10,1074,1282,1921,940,2305,4287,3245,7532,616
Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina,2,54,163,237,93,294,456,387,843,3102
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,126,2140,22170,23211,89162,28757,47647,117919,165566,11
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium lacus,23,869,3840,4139,14418,8316,8871,22734,31605,144
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium paludis,30,1128,5963,5523,25308,13756,12644,39064,51708,75
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter boviskoreani,9,111,478,409,347,632,1007,979,1986,1893
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,6,221,769,776,692,955,1772,1647,3419,1280
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,5,117,663,541,575,771,1326,1346,2672,1539
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,8,244,1027,933,1019,1417,2212,2436,4648,974
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,7,292,1327,1102,1064,1723,2728,2787,5515,842
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. AbM4,4,56,308,277,238,434,645,672,1317,2433
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter wolinii,3,141,734,696,459,998,1574,1457,3031,1417
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus infernus,16,214,784,1259,322,1459,2273,1781,4054,1099
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp. FS406-22,7,193,674,1038,293,1213,1912,1506,3418,1281
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus villosus,16,210,825,1164,324,1473,2215,1797,4012,1112
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,12,201,717,948,273,1189,1878,1462,3340,1300
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella arvoryzae,33,1177,3755,16388,4823,13349,21353,18172,39525,104
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella conradii,22,835,3249,8022,1657,5235,12128,6892,19020,242
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella paludicola,21,1141,3385,8990,2090,6255,13537,8345,21882,216
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,19,364,1153,1508,635,1966,3044,2601,5645,821
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,7,190,601,759,292,916,1557,1208,2765,1505
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum bavaricum,9,515,1738,2284,1256,1672,4546,2928,7474,620
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus bourgensis,24,1994,6379,11068,7698,8070,19465,15768,35233,121
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus sp. MH98A,18,1518,5348,8900,5796,6925,15784,12721,28505,160
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Methanofollis liminatans,29,2378,7691,12977,8995,9578,23075,18573,41648,101
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,Methanohalobium evestigatum,18,584,1575,4314,1001,2777,6491,3778,10269,464
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus mahii,10,495,1269,3388,788,2390,5162,3178,8340,569
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,Methanolinea tarda,37,2276,8366,13932,7975,9141,24611,17116,41727,100
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus psychrophilus,22,1186,2898,6575,2351,4925,10681,7276,17957,265
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus tindarius,30,1300,2698,6316,2132,4423,10344,6555,16899,281
Archaea,Euryarchaeota,Methanomicrobia,unclassified Methanomicrobia,unclassified Methanomicrobia,Methanomassiliicoccus,Methanomassiliicoccus luminyensis,21,878,3317,6341,5513,16506,10557,22019,32576,138
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans hollandica,21,1090,2509,5726,8024,4921,9346,12945,22291,212
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium mobile,4,279,978,1597,933,1273,2858,2206,5064,899
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,Methanoplanus limicola,25,2097,5614,8983,3119,6278,16719,9397,26116,181
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,Methanoplanus petrolearius,19,2105,6852,10510,3215,7535,19486,10750,30236,150
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Methanoregula formicica,96,27382,132558,139815,23806,109622,299851,133428,433279,1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,Methanosaeta concilii,25,1145,80346,105813,1531,124254,187329,125785,313114,3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,Methanosaeta harundinacea,23,984,15882,21660,1423,23016,38549,24439,62988,58
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum zhilinae,17,551,1501,4252,719,2918,6321,3637,9958,479
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,11,2374,4969,1917,3343,3378,9271,6721,15992,298
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina soligelidi,15,1928,3869,2208,3710,3427,8020,7137,15157,324
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. DSM 11855,28,5610,6354,5260,14383,8760,17252,23143,40395,103
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis,17,361,1703,1923,2432,3621,4004,6053,10057,475
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus okinawensis,7,262,831,1091,393,1487,2191,1880,4071,1092
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus,14,242,806,1225,372,1538,2287,1910,4197,1061
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,Methanothermus fervidus,20,332,1583,2201,1071,3032,4136,4103,8239,574
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Methanotorris formicicus,13,219,785,1031,305,1402,2048,1707,3755,1179
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Methanotorris igneus,13,336,1111,1671,423,1970,3131,2393,5524,841
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus,Methermicoccus shengliensis,3,46,280,713,94,514,1042,608,1650,2107
Bacteria,Verrucomicrobia,unclassified Verrucomicrobia,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum fumariolicum,35,615,1603,3771,937,3696,6024,4633,10657,449
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Methylibium,Methylibium sp. CF059,111,447,365,939,334,1110,1862,1444,3306,1309
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Methylibium,Methylibium sp. CF468,55,328,245,673,210,675,1301,885,2186,1759
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Methylibium,Methylibium sp. T29,29,103,75,145,59,191,352,250,602,3698
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Methylibium,Methylibium sp. T29-B,58,273,144,392,111,387,867,498,1365,2374
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Methylibium,Methylibium sp. YR605,71,399,308,618,220,798,1396,1018,2414,1642
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,Methylobacillus glycogenes,58,366,245,624,173,695,1293,868,2161,1778
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter luteus,67,1093,942,1908,982,3106,4010,4088,8098,584
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter marinus,35,763,653,1174,504,1997,2625,2501,5126,891
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter sp. BBA5.1,38,779,657,1354,353,1823,2828,2176,5004,910
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter tundripaludum,210,3694,3462,5137,1084,18849,12503,19933,32436,139
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium brachiatum,5,41,119,119,58,209,284,267,551,3844
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium extorquens,54,183,271,381,197,443,889,640,1529,2211
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum,39,96,134,242,113,272,511,385,896,2995
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp.,348,488,618,1283,501,1212,2737,1713,4450,1012
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 10,10,72,101,172,109,203,355,312,667,3508
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 285MFTsu5.1,30,61,81,129,148,163,301,311,612,3660
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 77,17,69,89,120,70,196,295,266,561,3822
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 88A,9,58,83,132,60,154,282,214,496,4050
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. B1,142,223,243,446,155,320,1054,475,1529,2212
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. B34,207,235,250,391,187,270,1083,457,1540,2201
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. EUR3 AL-11,1232,1016,680,1636,750,266,4564,1016,5580,830
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. GXF4,62,111,154,268,94,288,595,382,977,2868
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. L2-4,258,246,177,369,163,126,1050,289,1339,2409
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. MB200,25,111,167,374,115,352,677,467,1144,2618
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. WSM2598,23,204,306,680,264,900,1213,1164,2377,1655
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum sp. 175,92,1002,1201,3125,653,3055,5420,3708,9128,514
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum szegediense,94,983,1277,3265,659,3615,5619,4274,9893,481
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa acidiphila,12,180,407,627,279,2174,1226,2453,3679,1202
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,48,356,425,1036,225,1344,1865,1569,3434,1273
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis parvus,13,252,787,798,524,1529,1850,2053,3903,1139
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis rosea,13,761,2782,1861,3884,6770,5417,10654,16071,296
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp. ATCC 49242,14,245,792,1077,562,2013,2128,2575,4703,961
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp. LW5,4,51,526,340,99,923,921,1022,1943,1918
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SB2,6,401,1683,1135,2249,4212,3225,6461,9686,492
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SC2,11,952,3690,2285,4950,8749,6938,13699,20637,228
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methyloferula,Methyloferula stellata,13,151,376,531,227,896,1071,1123,2194,1751
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,Methyloglobulus morosus,50,766,849,1804,447,2243,3469,2690,6159,746
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,Methylohalobius crimeensis,63,606,713,1555,341,1819,2937,2160,5097,896
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomarinum,Methylomarinum vadi,45,818,746,1360,344,1745,2969,2089,5058,900
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium agile,23,173,208,287,119,522,691,641,1332,2419
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium album,78,951,812,1663,426,1936,3504,2362,5866,785
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium alcaliphilum,23,488,511,918,236,1160,1940,1396,3336,1301
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium buryatense,26,704,648,1073,319,1505,2451,1824,4275,1045
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium kenyense,36,655,540,1054,330,1442,2285,1772,4057,1098
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,53,2906,888,1694,418,2463,5541,2881,8422,562
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. 11b,78,992,643,1301,376,3955,3014,4331,7345,630
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. FJG1,37,828,459,1004,197,1438,2328,1635,3963,1124
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. LW13,49,940,534,1131,314,1709,2654,2023,4677,966
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. MK1,48,929,483,1093,246,2225,2553,2471,5024,907
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga aminisulfidivorans,37,271,458,662,216,817,1428,1033,2461,1622
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga frappieri,26,173,227,375,148,488,801,636,1437,2284
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga lonarensis,33,141,228,433,105,478,835,583,1418,2306
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,39,236,301,496,171,645,1072,816,1888,1950
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans,28,146,253,370,107,463,797,570,1367,2371
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,unclassified Methylophilaceae,Methylophilaceae bacterium 11,49,397,203,433,128,541,1082,669,1751,2035
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus methylotrophus,31,199,189,351,98,433,770,531,1301,2451
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus sp.,20,101,87,184,53,233,392,286,678,3480
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus sp. 1,0,1,6,4,7,11,11,18,29,5534
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus sp. 42,6,79,76,138,40,170,299,210,509,3999
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus sp. 5,27,109,133,281,75,308,550,383,933,2937
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus,Methylophilus sp. OH31,16,49,63,135,33,173,263,206,469,4121
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,Methylopila sp. 73B,12,116,165,302,124,423,595,547,1142,2620
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,Methylopila sp. M107,11,94,180,340,138,461,625,599,1224,2531
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylosarcina,Methylosarcina fibrata,63,1168,999,2304,579,3007,4534,3586,8120,581
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylosarcina,Methylosarcina lacus,48,986,739,1714,418,2053,3487,2471,5958,770
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus sp. LW3,11,142,1697,931,282,2603,2781,2885,5666,815
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus sp. LW4,4,141,1544,761,226,2220,2450,2446,4896,933
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,13,232,2291,1118,357,3260,3654,3617,7271,638
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis,84,290,224,676,139,1956,1274,2095,3369,1293
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera sp. 1P/1,23,112,99,144,60,186,378,246,624,3623
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera sp. 73s,0,5,2,9,1,7,16,8,24,5549
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera sp. G11,76,307,250,895,122,1244,1528,1366,2894,1461
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera sp. N17,7,84,62,80,37,138,233,175,408,4310
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera versatilis,156,580,549,1165,289,1402,2450,1691,4141,1078
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis sp. FAM1,659,616,504,608,146,1062,2387,1208,3595,1232
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis sp. NVD,112,689,304,802,198,1180,1907,1378,3285,1319
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis universalis,1040,1594,709,1725,417,3120,5068,3537,8605,555
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,Methylovorus sp. MP688,98,434,264,718,160,901,1514,1061,2575,1572
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,Methylovulum miyakonense,77,1104,1476,5495,441,3031,8152,3472,11624,416
Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,unclassified Alphaproteobacteria,Micavibrio,Micavibrio aeruginosavorus,21,628,1716,958,240,1410,3323,1650,4973,917
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium barkeri,7,49,78,100,45,163,234,208,442,4201
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium gubbeenense,4,43,67,125,58,217,239,275,514,3978
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium indicum,6,37,53,116,44,169,212,213,425,4263
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium laevaniformans,30,95,77,133,81,170,335,251,586,3739
